Fecha,SKU,Tienda Origen,Tienda Destino,Unidades Transferidas
2024-06-19,SKU_83_Marca_3,Tienda_3_Marca_3,Tienda_10_Marca_3,9
2024-06-19,SKU_94_Marca_3,Tienda_2_Marca_3,Tienda_10_Marca_3,2
2024-06-19,SKU_98_Marca_3,Tienda_3_Marca_3,Tienda_10_Marca_3,5
2024-06-19,SKU_1_Marca_3,Tienda_9_Marca_3,Tienda_11_Marca_3,7
2024-06-19,SKU_2_Marca_3,Tienda_4_Marca_3,Tienda_11_Marca_3,13
2024-06-19,SKU_8_Marca_3,Tienda_8_Marca_3,Tienda_11_Marca_3,2
2024-06-19,SKU_13_Marca_3,Tienda_4_Marca_3,Tienda_11_Marca_3,6
2024-06-19,SKU_17_Marca_3,Tienda_2_Marca_3,Tienda_11_Marca_3,9
2024-06-19,SKU_26_Marca_3,Tienda_2_Marca_3,Tienda_11_Marca_3,10
2024-06-19,SKU_52_Marca_3,Tienda_5_Marca_3,Tienda_11_Marca_3,6
2024-06-19,SKU_60_Marca_3,Tienda_3_Marca_3,Tienda_11_Marca_3,1
2024-06-19,SKU_61_Marca_3,Tienda_8_Marca_3,Tienda_11_Marca_3,3
2024-06-19,SKU_71_Marca_3,Tienda_1_Marca_3,Tienda_11_Marca_3,3
2024-06-19,SKU_80_Marca_3,Tienda_4_Marca_3,Tienda_11_Marca_3,1
2024-06-19,SKU_83_Marca_3,Tienda_5_Marca_3,Tienda_11_Marca_3,10
2024-06-19,SKU_89_Marca_3,Tienda_8_Marca_3,Tienda_11_Marca_3,2
2024-06-19,SKU_94_Marca_3,Tienda_5_Marca_3,Tienda_11_Marca_3,7
2024-06-19,SKU_97_Marca_3,Tienda_3_Marca_3,Tienda_11_Marca_3,4
2024-06-19,SKU_1_Marca_3,Tienda_3_Marca_3,Tienda_12_Marca_3,4
2024-06-19,SKU_2_Marca_3,Tienda_6_Marca_3,Tienda_12_Marca_3,13
2024-06-19,SKU_8_Marca_3,Tienda_3_Marca_3,Tienda_12_Marca_3,11
2024-06-19,SKU_10_Marca_3,Tienda_1_Marca_3,Tienda_12_Marca_3,3
2024-06-19,SKU_11_Marca_3,Tienda_4_Marca_3,Tienda_12_Marca_3,11
2024-06-19,SKU_13_Marca_3,Tienda_1_Marca_3,Tienda_12_Marca_3,1
2024-06-19,SKU_17_Marca_3,Tienda_4_Marca_3,Tienda_12_Marca_3,5
2024-06-19,SKU_22_Marca_3,Tienda_2_Marca_3,Tienda_12_Marca_3,4
2024-06-19,SKU_26_Marca_3,Tienda_4_Marca_3,Tienda_12_Marca_3,10
2024-06-19,SKU_43_Marca_3,Tienda_1_Marca_3,Tienda_12_Marca_3,1
2024-06-19,SKU_52_Marca_3,Tienda_2_Marca_3,Tienda_12_Marca_3,5
2024-06-19,SKU_70_Marca_3,Tienda_2_Marca_3,Tienda_12_Marca_3,4
2024-06-19,SKU_71_Marca_3,Tienda_5_Marca_3,Tienda_12_Marca_3,7
2024-06-19,SKU_80_Marca_3,Tienda_2_Marca_3,Tienda_12_Marca_3,7
2024-06-19,SKU_83_Marca_3,Tienda_1_Marca_3,Tienda_12_Marca_3,5
2024-06-19,SKU_86_Marca_3,Tienda_1_Marca_3,Tienda_12_Marca_3,2
2024-06-19,SKU_89_Marca_3,Tienda_3_Marca_3,Tienda_12_Marca_3,9
2024-06-19,SKU_94_Marca_3,Tienda_6_Marca_3,Tienda_12_Marca_3,7
2024-06-19,SKU_97_Marca_3,Tienda_8_Marca_3,Tienda_12_Marca_3,5
2024-06-19,SKU_98_Marca_3,Tienda_7_Marca_3,Tienda_12_Marca_3,8
2024-06-19,SKU_2_Marca_3,Tienda_10_Marca_3,Tienda_13_Marca_3,12
2024-06-19,SKU_8_Marca_3,Tienda_6_Marca_3,Tienda_13_Marca_3,10
2024-06-19,SKU_10_Marca_3,Tienda_2_Marca_3,Tienda_13_Marca_3,4
2024-06-19,SKU_11_Marca_3,Tienda_2_Marca_3,Tienda_13_Marca_3,8
2024-06-19,SKU_12_Marca_3,Tienda_8_Marca_3,Tienda_13_Marca_3,4
2024-06-19,SKU_17_Marca_3,Tienda_7_Marca_3,Tienda_13_Marca_3,9
2024-06-19,SKU_26_Marca_3,Tienda_5_Marca_3,Tienda_13_Marca_3,8
2024-06-19,SKU_31_Marca_3,Tienda_3_Marca_3,Tienda_13_Marca_3,3
2024-06-19,SKU_43_Marca_3,Tienda_3_Marca_3,Tienda_13_Marca_3,2
2024-06-19,SKU_48_Marca_3,Tienda_4_Marca_3,Tienda_13_Marca_3,1
2024-06-19,SKU_52_Marca_3,Tienda_7_Marca_3,Tienda_13_Marca_3,7
2024-06-19,SKU_60_Marca_3,Tienda_4_Marca_3,Tienda_13_Marca_3,2
2024-06-19,SKU_70_Marca_3,Tienda_2_Marca_3,Tienda_13_Marca_3,4
2024-06-19,SKU_71_Marca_3,Tienda_6_Marca_3,Tienda_13_Marca_3,6
2024-06-19,SKU_80_Marca_3,Tienda_3_Marca_3,Tienda_13_Marca_3,6
2024-06-19,SKU_83_Marca_3,Tienda_7_Marca_3,Tienda_13_Marca_3,6
2024-06-19,SKU_86_Marca_3,Tienda_7_Marca_3,Tienda_13_Marca_3,13
2024-06-19,SKU_89_Marca_3,Tienda_6_Marca_3,Tienda_13_Marca_3,14
2024-06-19,SKU_94_Marca_3,Tienda_4_Marca_3,Tienda_13_Marca_3,6
2024-06-19,SKU_1_Marca_3,Tienda_11_Marca_3,Tienda_14_Marca_3,6
2024-06-19,SKU_2_Marca_3,Tienda_2_Marca_3,Tienda_14_Marca_3,11
2024-06-19,SKU_8_Marca_3,Tienda_1_Marca_3,Tienda_14_Marca_3,4
2024-06-19,SKU_10_Marca_3,Tienda_3_Marca_3,Tienda_14_Marca_3,6
2024-06-19,SKU_11_Marca_3,Tienda_8_Marca_3,Tienda_14_Marca_3,13
2024-06-19,SKU_12_Marca_3,Tienda_1_Marca_3,Tienda_14_Marca_3,3
2024-06-19,SKU_17_Marca_3,Tienda_5_Marca_3,Tienda_14_Marca_3,6
2024-06-19,SKU_36_Marca_3,Tienda_3_Marca_3,Tienda_14_Marca_3,1
2024-06-19,SKU_41_Marca_3,Tienda_1_Marca_3,Tienda_14_Marca_3,4
2024-06-19,SKU_52_Marca_3,Tienda_9_Marca_3,Tienda_14_Marca_3,6
2024-06-19,SKU_53_Marca_3,Tienda_6_Marca_3,Tienda_14_Marca_3,5
2024-06-19,SKU_70_Marca_3,Tienda_1_Marca_3,Tienda_14_Marca_3,3
2024-06-19,SKU_71_Marca_3,Tienda_8_Marca_3,Tienda_14_Marca_3,5
2024-06-19,SKU_80_Marca_3,Tienda_4_Marca_3,Tienda_14_Marca_3,8
2024-06-19,SKU_83_Marca_3,Tienda_8_Marca_3,Tienda_14_Marca_3,13
2024-06-19,SKU_89_Marca_3,Tienda_4_Marca_3,Tienda_14_Marca_3,13
2024-06-19,SKU_94_Marca_3,Tienda_7_Marca_3,Tienda_14_Marca_3,5
2024-06-19,SKU_97_Marca_3,Tienda_5_Marca_3,Tienda_14_Marca_3,3
2024-06-19,SKU_1_Marca_3,Tienda_4_Marca_3,Tienda_15_Marca_3,3
2024-06-19,SKU_2_Marca_3,Tienda_1_Marca_3,Tienda_15_Marca_3,4
2024-06-19,SKU_8_Marca_3,Tienda_8_Marca_3,Tienda_15_Marca_3,11
2024-06-19,SKU_10_Marca_3,Tienda_4_Marca_3,Tienda_15_Marca_3,4
2024-06-19,SKU_11_Marca_3,Tienda_14_Marca_3,Tienda_15_Marca_3,11
2024-06-19,SKU_12_Marca_3,Tienda_10_Marca_3,Tienda_15_Marca_3,4
2024-06-19,SKU_17_Marca_3,Tienda_10_Marca_3,Tienda_15_Marca_3,11
2024-06-19,SKU_26_Marca_3,Tienda_6_Marca_3,Tienda_15_Marca_3,9
2024-06-19,SKU_36_Marca_3,Tienda_1_Marca_3,Tienda_15_Marca_3,1
2024-06-19,SKU_48_Marca_3,Tienda_7_Marca_3,Tienda_15_Marca_3,2
2024-06-19,SKU_70_Marca_3,Tienda_3_Marca_3,Tienda_15_Marca_3,6
2024-06-19,SKU_80_Marca_3,Tienda_5_Marca_3,Tienda_15_Marca_3,10
2024-06-19,SKU_83_Marca_3,Tienda_9_Marca_3,Tienda_15_Marca_3,6
2024-06-19,SKU_85_Marca_3,Tienda_10_Marca_3,Tienda_15_Marca_3,9
2024-06-19,SKU_89_Marca_3,Tienda_8_Marca_3,Tienda_15_Marca_3,8
2024-06-19,SKU_94_Marca_3,Tienda_9_Marca_3,Tienda_15_Marca_3,4
2024-06-19,SKU_98_Marca_3,Tienda_4_Marca_3,Tienda_15_Marca_3,7
2024-06-19,SKU_5_Marca_3,Tienda_2_Marca_3,Tienda_16_Marca_3,1
2024-06-19,SKU_8_Marca_3,Tienda_9_Marca_3,Tienda_16_Marca_3,11
2024-06-19,SKU_12_Marca_3,Tienda_11_Marca_3,Tienda_16_Marca_3,4
2024-06-19,SKU_13_Marca_3,Tienda_7_Marca_3,Tienda_16_Marca_3,7
2024-06-19,SKU_17_Marca_3,Tienda_15_Marca_3,Tienda_16_Marca_3,10
2024-06-19,SKU_26_Marca_3,Tienda_11_Marca_3,Tienda_16_Marca_3,9
2024-06-19,SKU_36_Marca_3,Tienda_3_Marca_3,Tienda_16_Marca_3,3
2024-06-19,SKU_41_Marca_3,Tienda_5_Marca_3,Tienda_16_Marca_3,9
2024-06-19,SKU_60_Marca_3,Tienda_5_Marca_3,Tienda_16_Marca_3,1
2024-06-19,SKU_70_Marca_3,Tienda_5_Marca_3,Tienda_16_Marca_3,7
2024-06-19,SKU_80_Marca_3,Tienda_8_Marca_3,Tienda_16_Marca_3,14
2024-06-19,SKU_83_Marca_3,Tienda_14_Marca_3,Tienda_16_Marca_3,10
2024-06-19,SKU_85_Marca_3,Tienda_15_Marca_3,Tienda_16_Marca_3,8
2024-06-19,SKU_89_Marca_3,Tienda_11_Marca_3,Tienda_16_Marca_3,9
2024-06-19,SKU_94_Marca_3,Tienda_8_Marca_3,Tienda_16_Marca_3,3
2024-06-19,SKU_98_Marca_3,Tienda_5_Marca_3,Tienda_16_Marca_3,6
2024-06-19,SKU_1_Marca_3,Tienda_5_Marca_3,Tienda_17_Marca_3,3
2024-06-19,SKU_2_Marca_3,Tienda_11_Marca_3,Tienda_17_Marca_3,11
2024-06-19,SKU_5_Marca_3,Tienda_2_Marca_3,Tienda_17_Marca_3,7
2024-06-19,SKU_8_Marca_3,Tienda_11_Marca_3,Tienda_17_Marca_3,11
2024-06-19,SKU_10_Marca_3,Tienda_2_Marca_3,Tienda_17_Marca_3,3
2024-06-19,SKU_11_Marca_3,Tienda_7_Marca_3,Tienda_17_Marca_3,10
2024-06-19,SKU_12_Marca_3,Tienda_3_Marca_3,Tienda_17_Marca_3,1
2024-06-19,SKU_13_Marca_3,Tienda_8_Marca_3,Tienda_17_Marca_3,6
2024-06-19,SKU_20_Marca_3,Tienda_1_Marca_3,Tienda_17_Marca_3,5
2024-06-19,SKU_22_Marca_3,Tienda_3_Marca_3,Tienda_17_Marca_3,4
2024-06-19,SKU_24_Marca_3,Tienda_1_Marca_3,Tienda_17_Marca_3,1
2024-06-19,SKU_39_Marca_3,Tienda_1_Marca_3,Tienda_17_Marca_3,1
2024-06-19,SKU_48_Marca_3,Tienda_7_Marca_3,Tienda_17_Marca_3,2
2024-06-19,SKU_52_Marca_3,Tienda_10_Marca_3,Tienda_17_Marca_3,5
2024-06-19,SKU_53_Marca_3,Tienda_1_Marca_3,Tienda_17_Marca_3,2
2024-06-19,SKU_70_Marca_3,Tienda_9_Marca_3,Tienda_17_Marca_3,9
2024-06-19,SKU_85_Marca_3,Tienda_3_Marca_3,Tienda_17_Marca_3,5
2024-06-19,SKU_86_Marca_3,Tienda_3_Marca_3,Tienda_17_Marca_3,12
2024-06-19,SKU_89_Marca_3,Tienda_13_Marca_3,Tienda_17_Marca_3,13
2024-06-19,SKU_92_Marca_3,Tienda_1_Marca_3,Tienda_17_Marca_3,7
2024-06-19,SKU_94_Marca_3,Tienda_11_Marca_3,Tienda_17_Marca_3,3
2024-06-19,SKU_1_Marca_3,Tienda_6_Marca_3,Tienda_18_Marca_3,3
2024-06-19,SKU_5_Marca_3,Tienda_1_Marca_3,Tienda_18_Marca_3,4
2024-06-19,SKU_8_Marca_3,Tienda_2_Marca_3,Tienda_18_Marca_3,6
2024-06-19,SKU_9_Marca_3,Tienda_5_Marca_3,Tienda_18_Marca_3,4
2024-06-19,SKU_10_Marca_3,Tienda_9_Marca_3,Tienda_18_Marca_3,5
2024-06-19,SKU_12_Marca_3,Tienda_12_Marca_3,Tienda_18_Marca_3,2
2024-06-19,SKU_21_Marca_3,Tienda_1_Marca_3,Tienda_18_Marca_3,1
2024-06-19,SKU_22_Marca_3,Tienda_7_Marca_3,Tienda_18_Marca_3,4
2024-06-19,SKU_24_Marca_3,Tienda_1_Marca_3,Tienda_18_Marca_3,2
2024-06-19,SKU_36_Marca_3,Tienda_2_Marca_3,Tienda_18_Marca_3,1
2024-06-19,SKU_41_Marca_3,Tienda_2_Marca_3,Tienda_18_Marca_3,6
2024-06-19,SKU_48_Marca_3,Tienda_1_Marca_3,Tienda_18_Marca_3,1
2024-06-19,SKU_70_Marca_3,Tienda_6_Marca_3,Tienda_18_Marca_3,8
2024-06-19,SKU_74_Marca_3,Tienda_1_Marca_3,Tienda_18_Marca_3,8
2024-06-19,SKU_80_Marca_3,Tienda_6_Marca_3,Tienda_18_Marca_3,7
2024-06-19,SKU_86_Marca_3,Tienda_1_Marca_3,Tienda_18_Marca_3,7
2024-06-19,SKU_94_Marca_3,Tienda_12_Marca_3,Tienda_18_Marca_3,5
2024-06-19,SKU_98_Marca_3,Tienda_3_Marca_3,Tienda_18_Marca_3,4
2024-06-19,SKU_5_Marca_3,Tienda_3_Marca_3,Tienda_19_Marca_3,10
2024-06-19,SKU_9_Marca_3,Tienda_2_Marca_3,Tienda_19_Marca_3,2
2024-06-19,SKU_10_Marca_3,Tienda_14_Marca_3,Tienda_19_Marca_3,5
2024-06-19,SKU_11_Marca_3,Tienda_8_Marca_3,Tienda_19_Marca_3,8
2024-06-19,SKU_13_Marca_3,Tienda_2_Marca_3,Tienda_19_Marca_3,2
2024-06-19,SKU_17_Marca_3,Tienda_6_Marca_3,Tienda_19_Marca_3,6
2024-06-19,SKU_24_Marca_3,Tienda_5_Marca_3,Tienda_19_Marca_3,4
2024-06-19,SKU_26_Marca_3,Tienda_5_Marca_3,Tienda_19_Marca_3,7
2024-06-19,SKU_31_Marca_3,Tienda_7_Marca_3,Tienda_19_Marca_3,3
2024-06-19,SKU_41_Marca_3,Tienda_12_Marca_3,Tienda_19_Marca_3,10
2024-06-19,SKU_48_Marca_3,Tienda_8_Marca_3,Tienda_19_Marca_3,2
2024-06-19,SKU_52_Marca_3,Tienda_3_Marca_3,Tienda_19_Marca_3,2
2024-06-19,SKU_68_Marca_3,Tienda_2_Marca_3,Tienda_19_Marca_3,15
2024-06-19,SKU_70_Marca_3,Tienda_10_Marca_3,Tienda_19_Marca_3,6
2024-06-19,SKU_74_Marca_3,Tienda_3_Marca_3,Tienda_19_Marca_3,11
2024-06-19,SKU_80_Marca_3,Tienda_7_Marca_3,Tienda_19_Marca_3,9
2024-06-19,SKU_85_Marca_3,Tienda_1_Marca_3,Tienda_19_Marca_3,2
2024-06-19,SKU_86_Marca_3,Tienda_4_Marca_3,Tienda_19_Marca_3,10
2024-06-19,SKU_89_Marca_3,Tienda_14_Marca_3,Tienda_19_Marca_3,10
2024-06-19,SKU_92_Marca_3,Tienda_3_Marca_3,Tienda_19_Marca_3,11
2024-06-19,SKU_94_Marca_3,Tienda_13_Marca_3,Tienda_19_Marca_3,4
2024-06-19,SKU_99_Marca_3,Tienda_3_Marca_3,Tienda_19_Marca_3,1
2024-06-19,SKU_1_Marca_3,Tienda_8_Marca_3,Tienda_20_Marca_3,4
2024-06-19,SKU_2_Marca_3,Tienda_5_Marca_3,Tienda_20_Marca_3,7
2024-06-19,SKU_5_Marca_3,Tienda_7_Marca_3,Tienda_20_Marca_3,15
2024-06-19,SKU_8_Marca_3,Tienda_4_Marca_3,Tienda_20_Marca_3,5
2024-06-19,SKU_9_Marca_3,Tienda_7_Marca_3,Tienda_20_Marca_3,4
2024-06-19,SKU_12_Marca_3,Tienda_9_Marca_3,Tienda_20_Marca_3,1
2024-06-19,SKU_17_Marca_3,Tienda_7_Marca_3,Tienda_20_Marca_3,6
2024-06-19,SKU_36_Marca_3,Tienda_4_Marca_3,Tienda_20_Marca_3,2
2024-06-19,SKU_60_Marca_3,Tienda_7_Marca_3,Tienda_20_Marca_3,1
2024-06-19,SKU_68_Marca_3,Tienda_1_Marca_3,Tienda_20_Marca_3,6
2024-06-19,SKU_70_Marca_3,Tienda_4_Marca_3,Tienda_20_Marca_3,4
2024-06-19,SKU_74_Marca_3,Tienda_2_Marca_3,Tienda_20_Marca_3,6
2024-06-19,SKU_80_Marca_3,Tienda_1_Marca_3,Tienda_20_Marca_3,4
2024-06-19,SKU_86_Marca_3,Tienda_2_Marca_3,Tienda_20_Marca_3,6
2024-06-19,SKU_92_Marca_3,Tienda_2_Marca_3,Tienda_20_Marca_3,5
2024-06-19,SKU_93_Marca_3,Tienda_1_Marca_3,Tienda_20_Marca_3,2
2024-06-19,SKU_94_Marca_3,Tienda_14_Marca_3,Tienda_20_Marca_3,4
2024-06-19,SKU_97_Marca_3,Tienda_7_Marca_3,Tienda_20_Marca_3,4
2024-06-19,SKU_18_Marca_4,Tienda_1_Marca_4,Tienda_2_Marca_4,1
2024-06-19,SKU_47_Marca_4,Tienda_1_Marca_4,Tienda_2_Marca_4,3
2024-06-19,SKU_50_Marca_4,Tienda_1_Marca_4,Tienda_2_Marca_4,3
2024-06-19,SKU_89_Marca_4,Tienda_1_Marca_4,Tienda_2_Marca_4,1
2024-06-19,SKU_27_Marca_4,Tienda_1_Marca_4,Tienda_3_Marca_4,1
2024-06-19,SKU_44_Marca_4,Tienda_2_Marca_4,Tienda_3_Marca_4,11
2024-06-19,SKU_47_Marca_4,Tienda_1_Marca_4,Tienda_3_Marca_4,5
2024-06-19,SKU_73_Marca_4,Tienda_1_Marca_4,Tienda_3_Marca_4,2
2024-06-19,SKU_86_Marca_4,Tienda_1_Marca_4,Tienda_3_Marca_4,4
2024-06-19,SKU_89_Marca_4,Tienda_1_Marca_4,Tienda_3_Marca_4,7
2024-06-19,SKU_5_Marca_4,Tienda_3_Marca_4,Tienda_4_Marca_4,5
2024-06-19,SKU_18_Marca_4,Tienda_1_Marca_4,Tienda_4_Marca_4,1
2024-06-19,SKU_27_Marca_4,Tienda_1_Marca_4,Tienda_4_Marca_4,2
2024-06-19,SKU_43_Marca_4,Tienda_2_Marca_4,Tienda_4_Marca_4,4
2024-06-19,SKU_44_Marca_4,Tienda_3_Marca_4,Tienda_4_Marca_4,8
2024-06-19,SKU_76_Marca_4,Tienda_1_Marca_4,Tienda_4_Marca_4,1
2024-06-19,SKU_87_Marca_4,Tienda_1_Marca_4,Tienda_4_Marca_4,1
2024-06-19,SKU_95_Marca_4,Tienda_1_Marca_4,Tienda_4_Marca_4,7
2024-06-19,SKU_5_Marca_4,Tienda_3_Marca_4,Tienda_5_Marca_4,9
2024-06-19,SKU_43_Marca_4,Tienda_3_Marca_4,Tienda_5_Marca_4,5
2024-06-19,SKU_44_Marca_4,Tienda_4_Marca_4,Tienda_5_Marca_4,6
2024-06-19,SKU_61_Marca_4,Tienda_1_Marca_4,Tienda_5_Marca_4,4
2024-06-19,SKU_73_Marca_4,Tienda_2_Marca_4,Tienda_5_Marca_4,2
2024-06-19,SKU_76_Marca_4,Tienda_2_Marca_4,Tienda_5_Marca_4,3
2024-06-19,SKU_92_Marca_4,Tienda_3_Marca_4,Tienda_5_Marca_4,9
2024-06-19,SKU_5_Marca_4,Tienda_1_Marca_4,Tienda_6_Marca_4,6
2024-06-19,SKU_16_Marca_4,Tienda_2_Marca_4,Tienda_6_Marca_4,1
2024-06-19,SKU_60_Marca_4,Tienda_4_Marca_4,Tienda_6_Marca_4,4
2024-06-19,SKU_61_Marca_4,Tienda_2_Marca_4,Tienda_6_Marca_4,3
2024-06-19,SKU_65_Marca_4,Tienda_1_Marca_4,Tienda_6_Marca_4,7
2024-06-19,SKU_75_Marca_4,Tienda_3_Marca_4,Tienda_6_Marca_4,1
2024-06-19,SKU_76_Marca_4,Tienda_2_Marca_4,Tienda_6_Marca_4,5
2024-06-19,SKU_86_Marca_4,Tienda_1_Marca_4,Tienda_6_Marca_4,7
2024-06-19,SKU_100_Marca_4,Tienda_3_Marca_4,Tienda_6_Marca_4,2
2024-06-19,SKU_5_Marca_4,Tienda_2_Marca_4,Tienda_7_Marca_4,7
2024-06-19,SKU_11_Marca_4,Tienda_1_Marca_4,Tienda_7_Marca_4,4
2024-06-19,SKU_16_Marca_4,Tienda_2_Marca_4,Tienda_7_Marca_4,3
2024-06-19,SKU_37_Marca_4,Tienda_6_Marca_4,Tienda_7_Marca_4,3
2024-06-19,SKU_65_Marca_4,Tienda_2_Marca_4,Tienda_7_Marca_4,7
2024-06-19,SKU_68_Marca_4,Tienda_6_Marca_4,Tienda_7_Marca_4,8
2024-06-19,SKU_73_Marca_4,Tienda_2_Marca_4,Tienda_7_Marca_4,2
2024-06-19,SKU_86_Marca_4,Tienda_2_Marca_4,Tienda_7_Marca_4,9
2024-06-19,SKU_88_Marca_4,Tienda_1_Marca_4,Tienda_7_Marca_4,3
2024-06-19,SKU_93_Marca_4,Tienda_2_Marca_4,Tienda_7_Marca_4,1
2024-06-19,SKU_100_Marca_4,Tienda_1_Marca_4,Tienda_7_Marca_4,3
2024-06-19,SKU_5_Marca_4,Tienda_3_Marca_4,Tienda_8_Marca_4,6
2024-06-19,SKU_8_Marca_4,Tienda_1_Marca_4,Tienda_8_Marca_4,2
2024-06-19,SKU_11_Marca_4,Tienda_3_Marca_4,Tienda_8_Marca_4,8
2024-06-19,SKU_16_Marca_4,Tienda_1_Marca_4,Tienda_8_Marca_4,1
2024-06-19,SKU_21_Marca_4,Tienda_1_Marca_4,Tienda_8_Marca_4,1
2024-06-19,SKU_37_Marca_4,Tienda_1_Marca_4,Tienda_8_Marca_4,4
2024-06-19,SKU_46_Marca_4,Tienda_5_Marca_4,Tienda_8_Marca_4,6
2024-06-19,SKU_60_Marca_4,Tienda_1_Marca_4,Tienda_8_Marca_4,1
2024-06-19,SKU_65_Marca_4,Tienda_5_Marca_4,Tienda_8_Marca_4,11
2024-06-19,SKU_78_Marca_4,Tienda_1_Marca_4,Tienda_8_Marca_4,3
2024-06-19,SKU_79_Marca_4,Tienda_3_Marca_4,Tienda_8_Marca_4,7
2024-06-19,SKU_84_Marca_4,Tienda_1_Marca_4,Tienda_8_Marca_4,1
2024-06-19,SKU_100_Marca_4,Tienda_3_Marca_4,Tienda_8_Marca_4,6
2024-06-19,SKU_23_Marca_5,Tienda_2_Marca_5,Tienda_3_Marca_5,1
2024-06-19,SKU_26_Marca_5,Tienda_2_Marca_5,Tienda_3_Marca_5,8
2024-06-19,SKU_41_Marca_5,Tienda_1_Marca_5,Tienda_3_Marca_5,5
2024-06-19,SKU_50_Marca_5,Tienda_1_Marca_5,Tienda_3_Marca_5,8
2024-06-19,SKU_75_Marca_5,Tienda_2_Marca_5,Tienda_3_Marca_5,1
2024-06-19,SKU_95_Marca_5,Tienda_1_Marca_5,Tienda_3_Marca_5,8
2024-06-19,SKU_23_Marca_5,Tienda_2_Marca_5,Tienda_4_Marca_5,12
2024-06-19,SKU_26_Marca_5,Tienda_1_Marca_5,Tienda_4_Marca_5,7
2024-06-19,SKU_37_Marca_5,Tienda_2_Marca_5,Tienda_4_Marca_5,2
2024-06-19,SKU_41_Marca_5,Tienda_2_Marca_5,Tienda_4_Marca_5,14
2024-06-19,SKU_70_Marca_5,Tienda_3_Marca_5,Tienda_4_Marca_5,5
2024-06-19,SKU_86_Marca_5,Tienda_1_Marca_5,Tienda_4_Marca_5,2
2024-06-19,SKU_87_Marca_5,Tienda_1_Marca_5,Tienda_4_Marca_5,1
2024-06-19,SKU_95_Marca_5,Tienda_1_Marca_5,Tienda_4_Marca_5,4
2024-06-19,SKU_11_Marca_5,Tienda_3_Marca_5,Tienda_5_Marca_5,13
2024-06-19,SKU_23_Marca_5,Tienda_3_Marca_5,Tienda_5_Marca_5,6
2024-06-19,SKU_26_Marca_5,Tienda_3_Marca_5,Tienda_5_Marca_5,9
2024-06-19,SKU_37_Marca_5,Tienda_1_Marca_5,Tienda_5_Marca_5,2
2024-06-19,SKU_41_Marca_5,Tienda_3_Marca_5,Tienda_5_Marca_5,9
2024-06-19,SKU_50_Marca_5,Tienda_3_Marca_5,Tienda_5_Marca_5,7
2024-06-19,SKU_64_Marca_5,Tienda_1_Marca_5,Tienda_5_Marca_5,1
2024-06-19,SKU_84_Marca_5,Tienda_4_Marca_5,Tienda_5_Marca_5,5
2024-06-19,SKU_86_Marca_5,Tienda_1_Marca_5,Tienda_5_Marca_5,5
2024-06-19,SKU_95_Marca_5,Tienda_3_Marca_5,Tienda_5_Marca_5,9
2024-06-19,SKU_100_Marca_5,Tienda_1_Marca_5,Tienda_5_Marca_5,5
2024-06-19,SKU_11_Marca_5,Tienda_4_Marca_5,Tienda_6_Marca_5,10
2024-06-19,SKU_23_Marca_5,Tienda_4_Marca_5,Tienda_6_Marca_5,10
2024-06-19,SKU_37_Marca_5,Tienda_2_Marca_5,Tienda_6_Marca_5,4
2024-06-19,SKU_41_Marca_5,Tienda_4_Marca_5,Tienda_6_Marca_5,12
2024-06-19,SKU_63_Marca_5,Tienda_4_Marca_5,Tienda_6_Marca_5,5
2024-06-19,SKU_75_Marca_5,Tienda_2_Marca_5,Tienda_6_Marca_5,1
2024-06-19,SKU_76_Marca_5,Tienda_2_Marca_5,Tienda_6_Marca_5,7
2024-06-19,SKU_84_Marca_5,Tienda_2_Marca_5,Tienda_6_Marca_5,1
2024-06-19,SKU_100_Marca_5,Tienda_1_Marca_5,Tienda_6_Marca_5,5
2024-06-19,SKU_4_Marca_5,Tienda_1_Marca_5,Tienda_7_Marca_5,1
2024-06-19,SKU_6_Marca_5,Tienda_1_Marca_5,Tienda_7_Marca_5,1
2024-06-19,SKU_11_Marca_5,Tienda_1_Marca_5,Tienda_7_Marca_5,8
2024-06-19,SKU_14_Marca_5,Tienda_3_Marca_5,Tienda_7_Marca_5,9
2024-06-19,SKU_17_Marca_5,Tienda_4_Marca_5,Tienda_7_Marca_5,12
2024-06-19,SKU_21_Marca_5,Tienda_6_Marca_5,Tienda_7_Marca_5,4
2024-06-19,SKU_35_Marca_5,Tienda_1_Marca_5,Tienda_7_Marca_5,11
2024-06-19,SKU_59_Marca_5,Tienda_1_Marca_5,Tienda_7_Marca_5,10
2024-06-19,SKU_60_Marca_5,Tienda_1_Marca_5,Tienda_7_Marca_5,1
2024-06-19,SKU_63_Marca_5,Tienda_6_Marca_5,Tienda_7_Marca_5,4
2024-06-19,SKU_66_Marca_5,Tienda_1_Marca_5,Tienda_7_Marca_5,2
2024-06-19,SKU_85_Marca_5,Tienda_2_Marca_5,Tienda_7_Marca_5,5
2024-06-19,SKU_86_Marca_5,Tienda_2_Marca_5,Tienda_7_Marca_5,7
2024-06-19,SKU_94_Marca_5,Tienda_1_Marca_5,Tienda_7_Marca_5,4
2024-06-19,SKU_100_Marca_5,Tienda_4_Marca_5,Tienda_7_Marca_5,7
2024-06-19,SKU_4_Marca_5,Tienda_3_Marca_5,Tienda_8_Marca_5,5
2024-06-19,SKU_11_Marca_5,Tienda_2_Marca_5,Tienda_8_Marca_5,8
2024-06-19,SKU_14_Marca_5,Tienda_1_Marca_5,Tienda_8_Marca_5,7
