SKU,Marca,ID Orden de Compra,Fecha Orden de Compra,Fecha Recepcion Mercancia,Lead Time en Dias,Volumen Solicitado,Volumen Recibido,Fiabilidad
SKU_26_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-16,3,1980,1924,97.17171717171718
SKU_26_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-16,3,921,852,92.50814332247556
SKU_26_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-16,3,1028,912,88.715953307393
SKU_26_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,659,601,91.19878603945372
SKU_26_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,697,655,93.974175035868
SKU_26_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-16,3,899,859,95.55061179087876
SKU_26_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,697,633,90.81779053084648
SKU_26_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,1827,1474,80.67870826491517
SKU_26_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-15,2,2134,1816,85.09840674789129
SKU_26_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,1118,1113,99.55277280858677
SKU_26_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,873,727,83.27605956471936
SKU_26_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,1003,906,90.32901296111665
SKU_26_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-16,3,1066,1039,97.46716697936209
SKU_26_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-15,2,833,772,92.67707082833134
SKU_26_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,733,605,82.537517053206
SKU_27_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-14,1,555,444,80.0
SKU_27_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-15,2,150,125,83.33333333333334
SKU_27_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-15,2,179,148,82.68156424581005
SKU_27_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,160,156,97.5
SKU_27_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-15,2,253,226,89.32806324110672
SKU_27_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-15,2,101,100,99.00990099009901
SKU_27_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-15,2,185,162,87.56756756756758
SKU_27_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-14,1,596,496,83.22147651006712
SKU_27_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,302,301,99.66887417218543
SKU_27_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,248,210,84.67741935483872
SKU_27_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,174,163,93.67816091954023
SKU_27_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-15,2,146,141,96.57534246575342
SKU_27_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-14,1,233,189,81.11587982832617
SKU_27_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,243,213,87.65432098765432
SKU_27_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,173,148,85.54913294797689
SKU_28_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-16,3,1405,1342,95.51601423487544
SKU_28_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,561,501,89.3048128342246
SKU_28_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,358,312,87.15083798882681
SKU_28_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-15,2,535,529,98.8785046728972
SKU_28_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,483,455,94.20289855072464
SKU_28_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,496,430,86.69354838709677
SKU_28_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-15,2,395,334,84.55696202531645
SKU_28_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,1505,1503,99.8671096345515
SKU_28_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,1605,1526,95.0778816199377
SKU_28_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,529,527,99.62192816635161
SKU_28_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,314,289,92.03821656050955
SKU_28_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,453,405,89.40397350993378
SKU_28_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,430,410,95.34883720930233
SKU_28_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-15,2,391,388,99.23273657289002
SKU_28_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,416,395,94.95192307692307
SKU_29_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-14,1,2305,1916,83.1236442516269
SKU_29_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,723,680,94.05255878284923
SKU_29_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-15,2,788,695,88.19796954314721
SKU_29_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,1066,940,88.18011257035647
SKU_29_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,686,587,85.56851311953353
SKU_29_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-16,3,844,738,87.44075829383885
SKU_29_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-16,3,749,694,92.65687583444593
SKU_29_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,2512,2424,96.4968152866242
SKU_29_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-14,1,2271,2152,94.76001761338617
SKU_29_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,1115,902,80.89686098654708
SKU_29_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,627,581,92.6634768740032
SKU_29_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,956,923,96.54811715481172
SKU_29_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-14,1,818,745,91.0757946210269
SKU_29_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-16,3,785,703,89.55414012738854
SKU_29_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,631,515,81.61648177496038
SKU_2_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-16,3,2058,1769,85.9572400388727
SKU_2_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-16,3,750,657,87.6
SKU_2_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-15,2,541,522,96.48798521256931
SKU_2_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,471,435,92.35668789808918
SKU_2_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,737,629,85.3459972862958
SKU_2_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-16,3,871,779,89.4374282433984
SKU_2_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-15,2,634,537,84.70031545741324
SKU_2_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,2134,2098,98.31302717900657
SKU_2_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-15,2,2016,1706,84.62301587301587
SKU_2_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,961,812,84.49531737773152
SKU_2_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,927,870,93.85113268608414
SKU_2_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-15,2,846,808,95.50827423167848
SKU_2_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-14,1,766,619,80.80939947780679
SKU_2_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,882,795,90.1360544217687
SKU_2_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,787,692,87.92884371029224
SKU_30_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,451,435,96.45232815964523
SKU_30_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,183,180,98.36065573770492
SKU_30_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,145,134,92.41379310344827
SKU_30_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-15,2,208,169,81.25
SKU_30_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,265,216,81.50943396226415
SKU_30_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-15,2,184,179,97.28260869565217
SKU_30_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-15,2,114,104,91.22807017543859
SKU_30_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-16,3,459,442,96.29629629629629
SKU_30_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-15,2,528,491,92.99242424242425
SKU_30_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,219,214,97.71689497716895
SKU_30_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,191,178,93.19371727748691
SKU_30_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,200,170,85.0
SKU_30_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,244,242,99.18032786885246
SKU_30_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-16,3,140,122,87.14285714285714
SKU_30_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,290,233,80.3448275862069
SKU_31_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-14,1,1085,1054,97.14285714285714
SKU_31_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-15,2,381,352,92.38845144356955
SKU_31_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-15,2,518,480,92.66409266409266
SKU_31_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,313,286,91.3738019169329
SKU_31_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,644,547,84.93788819875776
SKU_31_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-15,2,422,405,95.97156398104265
SKU_31_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,643,584,90.82426127527216
SKU_31_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-14,1,1086,924,85.0828729281768
SKU_31_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-14,1,1499,1262,84.18945963975985
SKU_31_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,569,474,83.30404217926186
SKU_31_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,466,449,96.35193133047211
SKU_31_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,448,425,94.86607142857143
SKU_31_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,615,613,99.67479674796748
SKU_31_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-15,2,342,307,89.76608187134502
SKU_31_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,432,360,83.33333333333334
SKU_32_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,2313,1913,82.70644185041071
SKU_32_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-15,2,740,629,85.0
SKU_32_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-16,3,877,830,94.64082098061574
SKU_32_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,636,623,97.95597484276729
SKU_32_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-15,2,922,852,92.40780911062907
SKU_32_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-15,2,899,891,99.11012235817576
SKU_32_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,973,830,85.30318602261048
SKU_32_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,2294,1909,83.21708805579773
SKU_32_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-14,1,2245,2049,91.26948775055679
SKU_32_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,784,628,80.10204081632652
SKU_32_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,707,665,94.05940594059405
SKU_32_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,877,821,93.6145952109464
SKU_32_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-16,3,986,925,93.8133874239351
SKU_32_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-16,3,796,712,89.44723618090453
SKU_32_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,669,662,98.95366218236174
SKU_33_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-14,1,617,547,88.6547811993517
SKU_33_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-16,3,199,196,98.49246231155779
SKU_33_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-15,2,204,196,96.07843137254902
SKU_33_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-15,2,277,233,84.11552346570397
SKU_33_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-15,2,153,122,79.73856209150327
SKU_33_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,277,233,84.11552346570397
SKU_33_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-16,3,237,222,93.67088607594937
SKU_33_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-14,1,739,642,86.87415426251691
SKU_33_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-15,2,672,652,97.02380952380952
SKU_33_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-15,2,169,161,95.26627218934911
SKU_33_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-14,1,193,177,91.70984455958549
SKU_33_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,228,212,92.98245614035088
SKU_33_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-16,3,316,257,81.32911392405063
SKU_33_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-15,2,177,168,94.91525423728814
SKU_33_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,219,211,96.34703196347031
SKU_34_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,1222,1152,94.27168576104746
SKU_34_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-15,2,357,331,92.71708683473389
SKU_34_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-15,2,534,481,90.0749063670412
SKU_34_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,427,343,80.32786885245902
SKU_34_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,397,358,90.17632241813602
SKU_34_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,335,301,89.8507462686567
SKU_34_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-16,3,363,301,82.92011019283747
SKU_34_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-16,3,1359,1293,95.14348785871964
SKU_34_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,1304,1224,93.86503067484662
SKU_34_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,390,356,91.28205128205128
SKU_34_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,603,519,86.06965174129353
SKU_34_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,509,430,84.47937131630648
SKU_34_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-16,3,467,425,91.00642398286938
SKU_34_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-15,2,406,332,81.77339901477832
SKU_34_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-14,1,428,422,98.5981308411215
SKU_35_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,2157,2094,97.07927677329624
SKU_35_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,1024,906,88.4765625
SKU_35_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-15,2,956,794,83.05439330543933
SKU_35_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,646,516,79.87616099071208
SKU_35_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,654,555,84.86238532110092
SKU_35_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-16,3,788,733,93.02030456852792
SKU_35_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-16,3,777,690,88.8030888030888
SKU_35_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-16,3,2284,2199,96.2784588441331
SKU_35_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-15,2,2379,2347,98.65489701555276
SKU_35_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,960,925,96.35416666666666
SKU_35_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,992,877,88.40725806451613
SKU_35_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,1162,1120,96.3855421686747
SKU_35_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,736,636,86.41304347826086
SKU_35_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,727,674,92.70976616231087
SKU_35_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,860,816,94.88372093023256
SKU_36_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-16,3,452,370,81.85840707964603
SKU_36_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,189,157,83.06878306878306
SKU_36_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-15,2,212,203,95.75471698113208
SKU_36_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,252,225,89.28571428571429
SKU_36_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,189,168,88.88888888888889
SKU_36_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-16,3,144,115,79.86111111111111
SKU_36_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,127,107,84.25196850393701
SKU_36_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-16,3,587,524,89.26746166950596
SKU_36_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,548,489,89.23357664233576
SKU_36_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-15,2,209,198,94.73684210526315
SKU_36_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,296,294,99.32432432432432
SKU_36_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-15,2,149,140,93.95973154362416
SKU_36_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-14,1,151,141,93.37748344370861
SKU_36_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,108,88,81.48148148148148
SKU_36_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,161,156,96.8944099378882
SKU_37_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-16,3,1372,1279,93.22157434402332
SKU_37_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-15,2,396,375,94.6969696969697
SKU_37_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-16,3,455,432,94.94505494505493
SKU_37_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-15,2,635,571,89.92125984251969
SKU_37_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,409,350,85.57457212713936
SKU_37_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,466,414,88.8412017167382
SKU_37_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,607,555,91.43327841845141
SKU_37_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-16,3,1314,1130,85.99695585996956
SKU_37_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,1681,1350,80.30933967876264
SKU_37_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-15,2,380,334,87.89473684210526
SKU_37_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,415,361,86.98795180722891
SKU_37_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,419,370,88.3054892601432
SKU_37_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-14,1,567,472,83.24514991181657
SKU_37_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-16,3,486,485,99.79423868312757
SKU_37_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,398,368,92.46231155778895
SKU_38_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,2036,1875,92.09233791748527
SKU_38_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,938,851,90.72494669509595
SKU_38_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-16,3,638,519,81.34796238244513
SKU_38_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,793,783,98.7389659520807
SKU_38_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,944,893,94.59745762711864
SKU_38_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-15,2,929,910,97.95479009687837
SKU_38_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-15,2,878,793,90.31890660592255
SKU_38_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,2069,1957,94.58675688738522
SKU_38_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-14,1,2358,1906,80.83121289228158
SKU_38_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,1053,865,82.14624881291547
SKU_38_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,1081,984,91.0268270120259
SKU_38_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,1031,878,85.16003879728419
SKU_38_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-16,3,878,729,83.02961275626424
SKU_38_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-16,3,704,614,87.2159090909091
SKU_38_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,995,934,93.86934673366835
SKU_39_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,470,452,96.17021276595744
SKU_39_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,118,115,97.45762711864407
SKU_39_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-16,3,123,112,91.05691056910568
SKU_39_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,259,243,93.82239382239382
SKU_39_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,225,210,93.33333333333333
SKU_39_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,194,156,80.41237113402062
SKU_39_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-15,2,178,152,85.39325842696628
SKU_39_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,605,494,81.65289256198346
SKU_39_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-15,2,518,436,84.16988416988417
SKU_39_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,228,227,99.56140350877193
SKU_39_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-14,1,184,174,94.56521739130434
SKU_39_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,176,172,97.72727272727273
SKU_39_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-16,3,164,162,98.78048780487805
SKU_39_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,203,197,97.04433497536947
SKU_39_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,207,196,94.68599033816425
SKU_3_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,368,314,85.32608695652173
SKU_3_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-16,3,187,157,83.9572192513369
SKU_3_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-16,3,161,158,98.13664596273291
SKU_3_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,234,205,87.6068376068376
SKU_3_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,295,274,92.88135593220339
SKU_3_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-15,2,199,196,98.49246231155779
SKU_3_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-15,2,185,159,85.94594594594595
SKU_3_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-14,1,496,431,86.89516129032258
SKU_3_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-14,1,728,596,81.86813186813187
SKU_3_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-15,2,235,198,84.25531914893617
SKU_3_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,195,183,93.84615384615384
SKU_3_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,303,300,99.00990099009901
SKU_3_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,200,194,97.0
SKU_3_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-16,3,175,146,83.42857142857143
SKU_3_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,191,173,90.57591623036649
SKU_40_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-16,3,1189,1153,96.97224558452481
SKU_40_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,709,702,99.01269393511988
SKU_40_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-15,2,437,415,94.96567505720824
SKU_40_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,473,447,94.5031712473573
SKU_40_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,481,478,99.37629937629939
SKU_40_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,401,343,85.53615960099751
SKU_40_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,472,398,84.32203389830508
SKU_40_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,1635,1320,80.73394495412845
SKU_40_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,1267,1265,99.84214680347277
SKU_40_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,502,422,84.06374501992032
SKU_40_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,559,553,98.92665474060823
SKU_40_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,594,593,99.83164983164983
SKU_40_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-16,3,486,458,94.23868312757202
SKU_40_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-16,3,347,332,95.67723342939482
SKU_40_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,610,512,83.93442622950819
SKU_41_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-16,3,2155,1832,85.01160092807424
SKU_41_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,824,695,84.34466019417476
SKU_41_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,732,601,82.10382513661202
SKU_41_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,809,693,85.66131025957972
SKU_41_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,887,734,82.75084554678692
SKU_41_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-15,2,857,845,98.59976662777129
SKU_41_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,678,546,80.53097345132744
SKU_41_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-14,1,2364,2276,96.27749576988155
SKU_41_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-15,2,2153,1912,88.80631676730144
SKU_41_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,879,862,98.06598407281001
SKU_41_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,1061,912,85.95664467483506
SKU_41_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,862,781,90.60324825986079
SKU_41_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-14,1,788,765,97.08121827411168
SKU_41_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,547,448,81.90127970749543
SKU_41_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-14,1,754,677,89.78779840848806
SKU_42_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,531,460,86.62900188323917
